"Rk","G","Month","Day","Year","Age.Year","Age.Day","Tm","X","Opp","X.1","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","PM","Season","Date","Status","Name","LName"
25,25,12,14,1984,21,301,"CHI","@","NJN","L (-2)",1,"44:00:00",12,25,0.48,0,0,NA,10,10,1,2,6,8,8,1,0,0,4,34,29.5,NA,1,1984-12-14,"Regular Season","Michael","Jordan"
26,26,12,15,1984,21,302,"CHI","","PHI","L (-12)",1,"27:00:00",7,16,0.438,0,0,NA,0,0,NA,1,1,2,2,1,0,1,2,14,7.2,NA,1,1984-12-15,"Regular Season","Michael","Jordan"
27,27,12,18,1984,21,305,"CHI","","HOU","L (-8)",1,"45:00:00",8,20,0.4,0,1,0,2,4,0.5,1,2,3,8,3,0,1,2,18,14.5,NA,1,1984-12-18,"Regular Season","Michael","Jordan"
28,28,12,20,1984,21,307,"CHI","@","ATL","W (+3)",1,"41:00:00",12,22,0.545,0,0,NA,10,16,0.625,4,4,8,7,5,1,7,5,34,26.6,NA,1,1984-12-20,"Regular Season","Michael","Jordan"
29,29,12,22,1984,21,309,"CHI","","BOS","W (+25)",1,"35:00:00",12,18,0.667,0,0,NA,8,8,1,1,11,12,8,0,3,3,3,32,31.7,NA,1,1984-12-22,"Regular Season","Michael","Jordan"
30,30,12,27,1984,21,314,"CHI","","CLE","W (+4)",1,"44:00:00",20,33,0.606,0,1,0,5,5,1,2,5,7,11,3,0,3,1,45,40.1,NA,1,1984-12-27,"Regular Season","Michael","Jordan"
31,31,12,29,1984,21,316,"CHI","","ATL","L (-3)",1,"39:00:00",7,18,0.389,0,0,NA,7,9,0.778,1,3,4,5,0,0,3,6,21,10.1,NA,1,1984-12-29,"Regular Season","Michael","Jordan"
32,32,1,2,1985,21,320,"CHI","@","ATL","L (-14)",1,"34:00:00",10,14,0.714,0,0,NA,5,6,0.833,1,6,7,4,3,0,4,2,25,22.3,NA,1,1985-01-02,"Regular Season","Michael","Jordan"
33,33,1,4,1985,21,322,"CHI","","MIL","W (+5)",1,"38:00:00",9,16,0.563,0,1,0,4,5,0.8,0,2,2,6,3,0,0,4,22,20.2,NA,1,1985-01-04,"Regular Season","Michael","Jordan"
34,34,1,5,1985,21,323,"CHI","@","NYK","L (-6)",1,"42:00:00",16,25,0.64,0,0,NA,10,11,0.909,4,3,7,4,2,1,3,3,42,35.5,NA,1,1985-01-05,"Regular Season","Michael","Jordan"
35,35,1,9,1985,21,327,"CHI","@","BOS","L (-3)",1,"42:00:00",12,24,0.5,0,0,NA,12,13,0.923,4,2,6,6,2,1,4,4,36,28.3,NA,1,1985-01-09,"Regular Season","Michael","Jordan"
36,36,1,11,1985,21,329,"CHI","","NYK","W (+16)",1,"30:00:00",8,14,0.571,0,0,NA,7,7,1,2,4,6,5,2,0,5,3,23,18.3,NA,1,1985-01-11,"Regular Season","Michael","Jordan"
37,37,1,12,1985,21,330,"CHI","@","CLE","L (-3)",1,"36:00:00",10,21,0.476,0,1,0,4,6,0.667,4,8,12,3,1,0,3,5,24,15.8,NA,1,1985-01-12,"Regular Season","Michael","Jordan"
38,38,1,14,1985,21,332,"CHI","","DEN","W (+9)",1,"43:00:00",11,16,0.688,0,0,NA,13,15,0.867,2,12,14,15,3,1,6,3,35,39.4,NA,1,1985-01-14,"Regular Season","Michael","Jordan"
